53	46	50	43	46	42	43	44	47	58	63	59	60	67	81	69	69	56	51	52	61	58	60	57
22	16	16	13	9	13	13	9	14	19	19	20	15	20	14	16	16	20	25	27	44	45	51	48
63	85	51	56	52	40	52	44	46	53	26	28	19	17	19	21	17	22	18	18	20	17	19	17
43	50	46	48	45	34	26	31	33	38	46	41	36	30	34	29	31	37	41	38	38	44	52	88
58	58	49	46	49	55	49	41	38	36	31	34	32	30	30	30	43	24	22	27	29	34	38	43
48	52	51	53	56	48	51	44	49	61	47	35	35	38	38	38	32	33	34	34	40	43	45	42
44	40	35	33	38	35	39	40	46	48	49	34	41	48	43	41	38	34	36	38	30	23	25	26
26	29	32	29	27	25	27	29	27	25	25	18	22	-	43	24	27	26	30	30	33	37	37	45
40	36	35	34	33	34	41	42	48	61	76	79	100	162	166	129	123	116	119	114	112	121	117	112
106	102	91	80	75	84	99	92	97	80	64	69	70	67	66	60	45	50	50	56	54	51	44	48
29	26	33	39	40	45	40	39	39	36	34	28	29	30	36	33	34	35	38	44	45	48	49	44
45	46	50	51	48	42	45	43	59	56	57	49	51	48	54	50	49	41	42	48	51	44	49	55
56	51	49	48	47	47	48	48	58	65	85	54	50	44	45	54	55	54	59	62	74	71	77	109
40	34	34	28	27	23	21	15	15	14	14	20	18	19	17	11	14	14	15	13	12	17	17	21
15	19	21	15	23	28	33	33	39	56	52	52	39	34	30	24	27	28	41	34	28	32	39	55
62	60	53	50	49	55	41	30	35	35	39	29	28	26	22	20	20	18	20	22	16	17	22	12
15	13	23	22	21	26	21	20	23	32	26	24	22	18	13	20	15	15	-	18	22	18	12	15
43	45	47	39	38	37	31	33	36	41	51	38	30	30	38	43	44	41	46	44	50	48	49	43
15	25	24	26	31	19	22	27	29	36	38	27	27	22	21	23	24	21	26	31	27	25	23	22
39	39	43	37	40	34	38	35	32	34	39	33	30	34	27	28	26	26	33	37	44	42	46	76
190	193	130	92	95	86	90	101	96	90	108	83	65	56	62	70	81	90	88	91	103	122	94	88
79	64	78	84	91	99	106	120	125	152	143	148	142	133	126	109	102	-	-	87	89	90	109	137
93	95	119	130	124	108	99	88	73	57	52	46	44	38	34	30	27	28	26	21	21	22	19	16
90	93	100	100	94	87	54	63	62	65	54	48	43	39	45	62	103	129	97	93	78	76	81	89
20	19	17	19	17	21	18	16	12	15	12	17	14	19	18	23	26	20	19	24	23	29	27	34
67	75	72	64	62	51	59	59	52	49	45	41	43	54	59	60	58	49	54	56	61	73	70	78
57	48	48	52	44	46	46	52	59	63	91	108	50	43	37	42	44	60	54	48	62	64	71	63
29	22	25	27	29	30	36	42	56	60	70	88	101	88	61	51	51	49	40	28	34	40	36	29
30	25	24	19	22	24	21	24	34	38	53	45	47	31	26	36	40	39	47	53	67	77	84	88
88	66	47	44	39	50	47	46	48	45	53	48	48	50	45	43	42	-	62	85	177	140	83	67
55	69	57	50	48	44	55	48	52	60	73	54	60	56	70	74	68	73	68	62	59	43	33	44
