16	17	19	20	13	21	19	21	25	25	21	13	11	9	11	15	12	17	16	21	22	17	20	23
25	26	25	29	27	26	31	30	31	36	36	32	31	26	33	35	34	31	37	32	36	38	35	33
40	35	37	32	26	25	22	29	24	22	28	27	22	24	25	25	28	26	27	28	28	30	27	32
28	29	31	30	43	26	36	34	33	31	41	40	35	36	33	35	38	39	47	46	50	45	59	51
48	59	47	59	68	49	53	63	71	63	60	64	53	34	28	35	31	39	32	34	23	21	21	24
24	35	27	34	30	20	20	18	22	39	26	28	26	22	16	23	19	21	22	23	29	25	22	31
25	32	33	31	25	28	29	23	32	33	47	69	39	18	21	23	21	21	18	12	9	9	9	8
9	9	8	10	9	12	11	14	15	19	20	19	23	14	21	19	14	18	23	21	13	17	11	12
11	8	7	9	8	9	8	18	18	26	31	32	25	11	16	17	14	17	20	24	19	19	13	14
19	19	22	18	14	16	16	19	17	18	17	15	16	8	8	9	13	18	19	18	22	22	24	21
20	21	23	22	19	22	20	22	27	32	33	34	37	33	47	45	34	31	31	36	36	29	39	43
39	30	25	27	26	28	39	23	21	45	31	23	21	13	20	15	24	25	32	36	38	37	44	47
57	49	59	62	57	54	63	72	73	94	111	125	147	-	-	-	-	-	116	108	94	80	65	58
63	62	72	75	98	89	86	77	81	115	123	95	69	38	43	-	-	65	67	73	92	92	96	113
69	87	85	86	131	79	66	78	77	79	119	83	52	54	50	57	38	27	27	23	34	20	22	24
25	35	81	118	146	184	137	108	99	95	94	98	92	81	88	66	55	48	59	50	43	41	36	35
29	18	18	14	15	29	33	52	20	12	10	7	8	9	7	9	9	8	11	10	18	14	14	12
13	14	22	19	18	23	27	33	34	48	57	55	52	52	56	57	67	63	59	57	64	44	32	30
21	23	16	16	16	21	21	24	30	29	27	22	18	17	12	21	25	26	22	28	32	31	32	48
42	38	31	29	32	28	26	30	26	53	65	54	37	24	13	17	18	21	22	19	29	28	29	40
39	70	81	43	67	81	66	72	60	78	69	54	95	23	29	27	41	53	57	52	43	46	41	40
50	66	52	51	46	51	49	49	48	49	54	54	53	53	46	40	53	61	43	29	41	19	16	15
16	14	15	17	18	8	14	11	12	17	23	32	25	27	32	27	29	28	31	26	19	25	24	20
26	32	32	31	24	26	22	23	22	24	25	23	14	14	15	14	13	14	17	15	15	14	22	9
10	13	16	14	15	15	17	16	26	27	27	16	12	13	15	16	14	13	8	13	13	15	17	12
10	30	20	17	18	23	17	23	19	19	15	15	14	12	11	9	10	7	5	11	16	12	15	14
18	21	23	17	27	24	26	28	27	34	34	38	33	27	35	28	27	31	22	27	22	20	29	30
26	24	31	29	27	27	25	24	32	51	57	55	39	35	43	48	52	54	46	39	26	20	16	10
18	14	13	13	10	13	12	15	20	18	23	22	24	16	16	34	42	43	37	41	38	38	45	44
36	34	42	36	51	43	45	55	59	94	102	104	97	80	83	77	76	76	72	71	70	75	81	80
100	80	69	57	52	50	42	42	41	44	44	42	29	11	20	20	24	20	30	32	40	41	45	48
